paper_id,betweenness,closeness,degree,eigenvector
4fca075d-965a-4022-8891-e9d1e326e464,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
[],0.0,0.1718499050956344,0.1718499050956344,0.8019978809929327
b6b5baab-032f-4598-aeb2-f2bb7f12b4c7,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
f821fbaa-1f89-427f-b5e8-4c904a02e2e7,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
['7dc8b493-dd60-4580-bcd2-cea02ca46473'],0.0,0.0002920134326179004,0.0002920134326179004,0.001387976194292412
c847d855-6db6-4fa6-b4d7-a134909fd705,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
ec66efde-c5cc-43ec-a140-114f6c65ac2a,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
76ca6fcd-cfa0-412e-ae87-04391b02dbd9,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
a51d4933-da3b-4c41-9937-cf0ddde36d00,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
7c086e0c-0414-4504-a816-8e9c5c7edd0b,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
77ede853-69c9-4530-b3f6-88e1a7372296,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
,0.0,0.12775587677033143,0.12775587677033143,0.5962241012063867
8511de4f-eca3-4dbe-91e4-cbd1a3281eef,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
61708407-eb29-4710-9375-aaaadbe53873,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
b4bece4f-da6f-44b0-9e1e-5a662226edf5,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
917708e5-6334-4a91-9d07-f107fd3d3d58,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
c3ea369c-df3a-4000-b29a-7a8b677f2a79,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
6f659c20-9b7b-4764-9a69-315d5905e5ff,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
['3fca2601-6e10-463d-9741-87d3c18718e6'],0.0,0.0004380201489268506,0.0004380201489268506,0.0020693463260359635
edd27017-8bc5-4574-b7e9-d1c54a15891c,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
6194ee7a-6f97-4814-baa6-934b8a677c28,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
b4618d2d-99ca-4abf-a8eb-07d63a114930,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
fea13dca-b868-456a-a6c3-d85099405e55,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
915b695e-a91f-462e-b1a2-7de962a4b195,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
d80c00eb-628d-42f8-8c82-03b030276aab,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
8002c1e2-2e32-493e-b945-2fa67539e715,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
db315589-7254-4cc1-87e9-b4a506e119fa,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
ad87498e-7a57-4076-88ba-8be4f5032293,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
7e05a0bd-4e00-4a02-a482-f9f327e64837,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
6ff17cfa-de74-4713-b26d-65cb392efd98,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
aa27e421-835d-4830-853f-a2c28b4ec3c3,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
a332c8b1-f484-47b9-a74e-3b3a6dc72094,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
['b655ab94-af36-4a7e-890f-959d2e58b416'],0.0,0.0001460067163089502,0.0001460067163089502,0.0007066060625488644
6bdf8b93-5f7c-4ecc-82d9-53bedd92c972,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
5aa9d14c-1075-4dbb-9855-3c67c94e372c,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
f0504f60-86ea-4e13-aa88-4c2c581334cd,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
9268073f-3cdd-4f53-ac96-f1be0d7183bf,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
c08173f9-153e-49ab-bd03-8f4816f1665a,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
2d0c6520-594d-476d-a74a-8303ead5b3a6,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
bdeb48c4-20d6-42dd-8de3-092c09c5c090,0.0,0.0,0.0001460067163089502,2.5235930805316584e-05
